count,enttype,category,description,data,data_fields,source_value,target_concept_id
21,372,Diagnostic Tests,Scoring test result,14/30,4,372-Diagnostic Tests-Scoring test result-14/30,0
1,372,Diagnostic Tests,Scoring test result,14/29,4,372-Diagnostic Tests-Scoring test result-14/29,0
2,372,Diagnostic Tests,Scoring test result,14/28,4,372-Diagnostic Tests-Scoring test result-14/28,0
30,372,Diagnostic Tests,Scoring test result,14/27,4,372-Diagnostic Tests-Scoring test result-14/27,0
1,372,Diagnostic Tests,Scoring test result,14/24,4,372-Diagnostic Tests-Scoring test result-14/24,0
1,372,Diagnostic Tests,Scoring test result,14/21 - ANXIE,4,372-Diagnostic Tests-Scoring test result-14/21 - ANXIE,0
10,372,Diagnostic Tests,Scoring test result,14/21,4,372-Diagnostic Tests-Scoring test result-14/21,0
1,372,Diagnostic Tests,Scoring test result,14/20 X 35,4,372-Diagnostic Tests-Scoring test result-14/20 X 35,0
1,372,Diagnostic Tests,Scoring test result,14/17,4,372-Diagnostic Tests-Scoring test result-14/17,0
2,372,Diagnostic Tests,Scoring test result,14/12,4,372-Diagnostic Tests-Scoring test result-14/12,0
1,372,Diagnostic Tests,Scoring test result,14.91,4,372-Diagnostic Tests-Scoring test result-14.91,0
2,372,Diagnostic Tests,Scoring test result,14.90%,4,372-Diagnostic Tests-Scoring test result-14.9%,
2,372,Diagnostic Tests,Scoring test result,14.9,4,372-Diagnostic Tests-Scoring test result-14.9,0
1,372,Diagnostic Tests,Scoring test result,14.87,4,372-Diagnostic Tests-Scoring test result-14.87,0
3,372,Diagnostic Tests,Scoring test result,14.80%,4,372-Diagnostic Tests-Scoring test result-14.8%,
1,372,Diagnostic Tests,Scoring test result,14.76,4,372-Diagnostic Tests-Scoring test result-14.76,0
2,372,Diagnostic Tests,Scoring test result,14.70%,4,372-Diagnostic Tests-Scoring test result-14.7%,
3,372,Diagnostic Tests,Scoring test result,14.7,4,372-Diagnostic Tests-Scoring test result-14.7,0
1,372,Diagnostic Tests,Scoring test result,14.69,4,372-Diagnostic Tests-Scoring test result-14.69,0
4,372,Diagnostic Tests,Scoring test result,14.60%,4,372-Diagnostic Tests-Scoring test result-14.6%,
2,372,Diagnostic Tests,Scoring test result,14.6,4,372-Diagnostic Tests-Scoring test result-14.6,0
2,372,Diagnostic Tests,Scoring test result,14.50%,4,372-Diagnostic Tests-Scoring test result-14.5%,
4,372,Diagnostic Tests,Scoring test result,14.40%,4,372-Diagnostic Tests-Scoring test result-14.4%,
1,372,Diagnostic Tests,Scoring test result,14.4,4,372-Diagnostic Tests-Scoring test result-14.4,0
2,372,Diagnostic Tests,Scoring test result,14.30%,4,372-Diagnostic Tests-Scoring test result-14.3%,
2,372,Diagnostic Tests,Scoring test result,14.3,4,372-Diagnostic Tests-Scoring test result-14.3,0
6,372,Diagnostic Tests,Scoring test result,14.20%,4,372-Diagnostic Tests-Scoring test result-14.2%,
1,372,Diagnostic Tests,Scoring test result,14.2,4,372-Diagnostic Tests-Scoring test result-14.2,0
3,372,Diagnostic Tests,Scoring test result,14.10%,4,372-Diagnostic Tests-Scoring test result-14.1%,
2,372,Diagnostic Tests,Scoring test result,14.1,4,372-Diagnostic Tests-Scoring test result-14.1,0
2,372,Diagnostic Tests,Scoring test result,14,4,372-Diagnostic Tests-Scoring test result-14.00,
123,372,Diagnostic Tests,Scoring test result,14%,4,372-Diagnostic Tests-Scoring test result-14%,
5,372,Diagnostic Tests,Scoring test result,14 X 1.5,4,372-Diagnostic Tests-Scoring test result-14 X 1.5,0
1,372,Diagnostic Tests,Scoring test result,14 UNITS,4,372-Diagnostic Tests-Scoring test result-14 UNITS,0
569,372,Diagnostic Tests,Scoring test result,14,4,372-Diagnostic Tests-Scoring test result-14,0
1,372,Diagnostic Tests,Scoring test result,130212030,4,372-Diagnostic Tests-Scoring test result-130212030,0
1,372,Diagnostic Tests,Scoring test result,13/35,4,372-Diagnostic Tests-Scoring test result-13/35,0
21,372,Diagnostic Tests,Scoring test result,13/30,4,372-Diagnostic Tests-Scoring test result-13/30,0
1,372,Diagnostic Tests,Scoring test result,13/28,4,372-Diagnostic Tests-Scoring test result-13/28,
29,372,Diagnostic Tests,Scoring test result,13/27,4,372-Diagnostic Tests-Scoring test result-13/27,0
2,372,Diagnostic Tests,Scoring test result,13/24,4,372-Diagnostic Tests-Scoring test result-13/24,0
8,372,Diagnostic Tests,Scoring test result,13/21,4,372-Diagnostic Tests-Scoring test result-13/21,0
1,372,Diagnostic Tests,Scoring test result,13/20*20,4,372-Diagnostic Tests-Scoring test result-13/20*20,0
1,372,Diagnostic Tests,Scoring test result,13/16,4,372-Diagnostic Tests-Scoring test result-13/16,0
1,372,Diagnostic Tests,Scoring test result,13/15,4,372-Diagnostic Tests-Scoring test result-13/15,0
1,372,Diagnostic Tests,Scoring test result,13/12,4,372-Diagnostic Tests-Scoring test result-13/12,0
1,372,Diagnostic Tests,Scoring test result,13.90%,4,372-Diagnostic Tests-Scoring test result-13.9%,
3,372,Diagnostic Tests,Scoring test result,13.80%,4,372-Diagnostic Tests-Scoring test result-13.8%,
3,372,Diagnostic Tests,Scoring test result,13.8,4,372-Diagnostic Tests-Scoring test result-13.8,0
1,372,Diagnostic Tests,Scoring test result,13.79,4,372-Diagnostic Tests-Scoring test result-13.79,0
2,372,Diagnostic Tests,Scoring test result,13.70%,4,372-Diagnostic Tests-Scoring test result-13.7%,
1,372,Diagnostic Tests,Scoring test result,13.7,4,372-Diagnostic Tests-Scoring test result-13.7,0
2,372,Diagnostic Tests,Scoring test result,13.60%,4,372-Diagnostic Tests-Scoring test result-13.6%,
2,372,Diagnostic Tests,Scoring test result,13.6,4,372-Diagnostic Tests-Scoring test result-13.6,0
1,372,Diagnostic Tests,Scoring test result,13.58,4,372-Diagnostic Tests-Scoring test result-13.58,0
1,372,Diagnostic Tests,Scoring test result,13.50%,4,372-Diagnostic Tests-Scoring test result-13.50%,
3,372,Diagnostic Tests,Scoring test result,13.50%,4,372-Diagnostic Tests-Scoring test result-13.5%,
1,372,Diagnostic Tests,Scoring test result,13.50%,4,372-Diagnostic Tests-Scoring test result-13.5 %,
10,372,Diagnostic Tests,Scoring test result,13.5,4,372-Diagnostic Tests-Scoring test result-13.5,0
1,372,Diagnostic Tests,Scoring test result,13.40%,4,372-Diagnostic Tests-Scoring test result-13.4%,
2,372,Diagnostic Tests,Scoring test result,13.4,4,372-Diagnostic Tests-Scoring test result-13.4,0
1,372,Diagnostic Tests,Scoring test result,13.30%,4,372-Diagnostic Tests-Scoring test result-13.3%,
1,372,Diagnostic Tests,Scoring test result,13.3,4,372-Diagnostic Tests-Scoring test result-13.3,0
1,372,Diagnostic Tests,Scoring test result,13.20%,4,372-Diagnostic Tests-Scoring test result-13.2%,
3,372,Diagnostic Tests,Scoring test result,13.2,4,372-Diagnostic Tests-Scoring test result-13.2,0
1,372,Diagnostic Tests,Scoring test result,13.10%,4,372-Diagnostic Tests-Scoring test result-13.1%,
3,372,Diagnostic Tests,Scoring test result,13.1,4,372-Diagnostic Tests-Scoring test result-13.1,0
1,372,Diagnostic Tests,Scoring test result,13.04,4,372-Diagnostic Tests-Scoring test result-13.04,0
4,372,Diagnostic Tests,Scoring test result,13,4,372-Diagnostic Tests-Scoring test result-13.00,
1,372,Diagnostic Tests,Scoring test result,13-14,4,372-Diagnostic Tests-Scoring test result-13-14,0
1,372,Diagnostic Tests,Scoring test result,13% (MEAN 16%,4,372-Diagnostic Tests-Scoring test result-13% (MEAN 16%,0
150,372,Diagnostic Tests,Scoring test result,13%,4,372-Diagnostic Tests-Scoring test result-13%,
1,372,Diagnostic Tests,Scoring test result,13 X 1.5,4,372-Diagnostic Tests-Scoring test result-13 X 1.5,0
473,372,Diagnostic Tests,Scoring test result,13,4,372-Diagnostic Tests-Scoring test result-13,0
1,372,Diagnostic Tests,Scoring test result,12X1.5 AS FH,4,372-Diagnostic Tests-Scoring test result-12X1.5 AS FH,0
1,372,Diagnostic Tests,Scoring test result,12X1.5 AS BP,4,372-Diagnostic Tests-Scoring test result-12X1.5 AS BP,0
3,372,Diagnostic Tests,Scoring test result,12X1.5,4,372-Diagnostic Tests-Scoring test result-12X1.5,0
1,372,Diagnostic Tests,Scoring test result,12DAY/23YEARS,4,372-Diagnostic Tests-Scoring test result-12DAY/23YEARS,0
2,372,Diagnostic Tests,Scoring test result,120,4,372-Diagnostic Tests-Scoring test result-120,0
1,372,Diagnostic Tests,Scoring test result,Dec-60,4,372-Diagnostic Tests-Scoring test result-12/60,
3,372,Diagnostic Tests,Scoring test result,Dec-52,4,372-Diagnostic Tests-Scoring test result-12/52,
8,372,Diagnostic Tests,Scoring test result,Dec-40,4,372-Diagnostic Tests-Scoring test result-12/40,
16,372,Diagnostic Tests,Scoring test result,30-Dec,4,372-Diagnostic Tests-Scoring test result-12/30,
4,372,Diagnostic Tests,Scoring test result,28-Dec,4,372-Diagnostic Tests-Scoring test result-12/28,
21,372,Diagnostic Tests,Scoring test result,27-Dec,4,372-Diagnostic Tests-Scoring test result-12/27,
4,372,Diagnostic Tests,Scoring test result,24-Dec,4,372-Diagnostic Tests-Scoring test result-12/24,
13,372,Diagnostic Tests,Scoring test result,21-Dec,4,372-Diagnostic Tests-Scoring test result-12/21,
1,372,Diagnostic Tests,Scoring test result,12/20*40,4,372-Diagnostic Tests-Scoring test result-12/20*40,0
3,372,Diagnostic Tests,Scoring test result,12-Dec,4,372-Diagnostic Tests-Scoring test result-12/12,
2,372,Diagnostic Tests,Scoring test result,12.90%,4,372-Diagnostic Tests-Scoring test result-12.9%,
1,372,Diagnostic Tests,Scoring test result,12.90%,4,372-Diagnostic Tests-Scoring test result-12.9 %,
2,372,Diagnostic Tests,Scoring test result,12.9,4,372-Diagnostic Tests-Scoring test result-12.9,0
3,372,Diagnostic Tests,Scoring test result,12.80%,4,372-Diagnostic Tests-Scoring test result-12.8%,
1,372,Diagnostic Tests,Scoring test result,12.80%,4,372-Diagnostic Tests-Scoring test result-12.8 %,
1,372,Diagnostic Tests,Scoring test result,12.8,4,372-Diagnostic Tests-Scoring test result-12.8,0
6,372,Diagnostic Tests,Scoring test result,12.70%,4,372-Diagnostic Tests-Scoring test result-12.7%,
2,372,Diagnostic Tests,Scoring test result,12.7,4,372-Diagnostic Tests-Scoring test result-12.7,0
1,372,Diagnostic Tests,Scoring test result,12.69,4,372-Diagnostic Tests-Scoring test result-12.69,0
4,372,Diagnostic Tests,Scoring test result,12.60%,4,372-Diagnostic Tests-Scoring test result-12.6%,
2,372,Diagnostic Tests,Scoring test result,12.6,4,372-Diagnostic Tests-Scoring test result-12.6,0
8,372,Diagnostic Tests,Scoring test result,12.50%,4,372-Diagnostic Tests-Scoring test result-12.5%,
2,372,Diagnostic Tests,Scoring test result,12.5,4,372-Diagnostic Tests-Scoring test result-12.5,0
5,372,Diagnostic Tests,Scoring test result,12.40%,4,372-Diagnostic Tests-Scoring test result-12.4%,
1,372,Diagnostic Tests,Scoring test result,12.40%,4,372-Diagnostic Tests-Scoring test result-12.4 %,
1,372,Diagnostic Tests,Scoring test result,12.4,4,372-Diagnostic Tests-Scoring test result-12.4,0
4,372,Diagnostic Tests,Scoring test result,12.30%,4,372-Diagnostic Tests-Scoring test result-12.3%,
1,372,Diagnostic Tests,Scoring test result,12.3,4,372-Diagnostic Tests-Scoring test result-12.3,0
5,372,Diagnostic Tests,Scoring test result,12.20%,4,372-Diagnostic Tests-Scoring test result-12.2%,
1,372,Diagnostic Tests,Scoring test result,12.2,4,372-Diagnostic Tests-Scoring test result-12.2,
2,372,Diagnostic Tests,Scoring test result,12.10%,4,372-Diagnostic Tests-Scoring test result-12.1%,
4,372,Diagnostic Tests,Scoring test result,12.1,4,372-Diagnostic Tests-Scoring test result-12.1,0
2,372,Diagnostic Tests,Scoring test result,12,4,372-Diagnostic Tests-Scoring test result-12.00,
1,372,Diagnostic Tests,Scoring test result,12,4,372-Diagnostic Tests-Scoring test result-12.0,
1,372,Diagnostic Tests,Scoring test result,12.00%,4,372-Diagnostic Tests-Scoring test result-12.%,
1,372,Diagnostic Tests,Scoring test result,12+8,4,372-Diagnostic Tests-Scoring test result-12+8,0
156,372,Diagnostic Tests,Scoring test result,12%,4,372-Diagnostic Tests-Scoring test result-12%,
1,372,Diagnostic Tests,Scoring test result,12 X 1.5,4,372-Diagnostic Tests-Scoring test result-12 X 1.5,0
1,372,Diagnostic Tests,Scoring test result,12 WEEKS POST,4,372-Diagnostic Tests-Scoring test result-12 WEEKS POST,0
2,372,Diagnostic Tests,Scoring test result,12 WEEK POST,4,372-Diagnostic Tests-Scoring test result-12 WEEK POST,0
1,372,Diagnostic Tests,Scoring test result,12 POST NATAL,4,372-Diagnostic Tests-Scoring test result-12 POST NATAL,0
1,372,Diagnostic Tests,Scoring test result,12 PACK YEARS,4,372-Diagnostic Tests-Scoring test result-12 PACK YEARS,0
2,372,Diagnostic Tests,Scoring test result,12 OUT OF 27,4,372-Diagnostic Tests-Scoring test result-12 OUT OF 27,0
1,372,Diagnostic Tests,Scoring test result,30-Dec,4,372-Diagnostic Tests-Scoring test result-12 /30,
1,372,Diagnostic Tests,Scoring test result,12%,4,372-Diagnostic Tests-Scoring test result-12 %,
2027,372,Diagnostic Tests,Scoring test result,12,4,372-Diagnostic Tests-Scoring test result-12,0
1,372,Diagnostic Tests,Scoring test result,11X1.5 AS FH,4,372-Diagnostic Tests-Scoring test result-11X1.5 AS FH,0
1,372,Diagnostic Tests,Scoring test result,11X1.5,4,372-Diagnostic Tests-Scoring test result-11X1.5,0
1,372,Diagnostic Tests,Scoring test result,11X FH,4,372-Diagnostic Tests-Scoring test result-11X FH,0
1,372,Diagnostic Tests,Scoring test result,11X 1.5 AS FH,4,372-Diagnostic Tests-Scoring test result-11X 1.5 AS FH,0
1,372,Diagnostic Tests,Scoring test result,11X 1.5,4,372-Diagnostic Tests-Scoring test result-11X 1.5,0
1,372,Diagnostic Tests,Scoring test result,117,4,372-Diagnostic Tests-Scoring test result-117,0
1,372,Diagnostic Tests,Scoring test result,113202310,4,372-Diagnostic Tests-Scoring test result-113202310,0
1,372,Diagnostic Tests,Scoring test result,111,4,372-Diagnostic Tests-Scoring test result-111,0
1,372,Diagnostic Tests,Scoring test result,110230000,4,372-Diagnostic Tests-Scoring test result-110230000,0
1,372,Diagnostic Tests,Scoring test result,Nov-52,4,372-Diagnostic Tests-Scoring test result-11/52,
3,372,Diagnostic Tests,Scoring test result,Nov-40,4,372-Diagnostic Tests-Scoring test result-11/40,
28,372,Diagnostic Tests,Scoring test result,30-Nov,4,372-Diagnostic Tests-Scoring test result-11/30,
29,372,Diagnostic Tests,Scoring test result,27-Nov,4,372-Diagnostic Tests-Scoring test result-11/27,
1,372,Diagnostic Tests,Scoring test result,25-Nov,4,372-Diagnostic Tests-Scoring test result-11/25,
3,372,Diagnostic Tests,Scoring test result,24-Nov,4,372-Diagnostic Tests-Scoring test result-11/24,
6,372,Diagnostic Tests,Scoring test result,21-Nov,4,372-Diagnostic Tests-Scoring test result-11/21,
3,372,Diagnostic Tests,Scoring test result,12-Nov,4,372-Diagnostic Tests-Scoring test result-11/12,
2,372,Diagnostic Tests,Scoring test result,11.90%,4,372-Diagnostic Tests-Scoring test result-11.9%,
7,372,Diagnostic Tests,Scoring test result,11.80%,4,372-Diagnostic Tests-Scoring test result-11.8%,
1,372,Diagnostic Tests,Scoring test result,11.8,4,372-Diagnostic Tests-Scoring test result-11.8,0
1,372,Diagnostic Tests,Scoring test result,11.70%,4,372-Diagnostic Tests-Scoring test result-11.7%,
5,372,Diagnostic Tests,Scoring test result,11.7,4,372-Diagnostic Tests-Scoring test result-11.7,0
4,372,Diagnostic Tests,Scoring test result,11.60%,4,372-Diagnostic Tests-Scoring test result-11.6%,
2,372,Diagnostic Tests,Scoring test result,11.6,4,372-Diagnostic Tests-Scoring test result-11.6,0
6,372,Diagnostic Tests,Scoring test result,11.50%,4,372-Diagnostic Tests-Scoring test result-11.5%,
3,372,Diagnostic Tests,Scoring test result,11.5,4,372-Diagnostic Tests-Scoring test result-11.5,0
3,372,Diagnostic Tests,Scoring test result,11.40%,4,372-Diagnostic Tests-Scoring test result-11.4%,
3,372,Diagnostic Tests,Scoring test result,11.4,4,372-Diagnostic Tests-Scoring test result-11.4,0
7,372,Diagnostic Tests,Scoring test result,11.30%,4,372-Diagnostic Tests-Scoring test result-11.3%,
2,372,Diagnostic Tests,Scoring test result,11.3,4,372-Diagnostic Tests-Scoring test result-11.3,0
3,372,Diagnostic Tests,Scoring test result,11.20%,4,372-Diagnostic Tests-Scoring test result-11.2%,
1,372,Diagnostic Tests,Scoring test result,11.20%,4,372-Diagnostic Tests-Scoring test result-11.2 %,
2,372,Diagnostic Tests,Scoring test result,11.2,4,372-Diagnostic Tests-Scoring test result-11.2,0
4,372,Diagnostic Tests,Scoring test result,11.10%,4,372-Diagnostic Tests-Scoring test result-11.1%,
2,372,Diagnostic Tests,Scoring test result,11.1,4,372-Diagnostic Tests-Scoring test result-11.1,0
6,372,Diagnostic Tests,Scoring test result,11,4,372-Diagnostic Tests-Scoring test result-11.00,
1,372,Diagnostic Tests,Scoring test result,11.00%,4,372-Diagnostic Tests-Scoring test result-11.0%,
1,372,Diagnostic Tests,Scoring test result,11-Nov,4,372-Diagnostic Tests-Scoring test result-11-11,
1,372,Diagnostic Tests,Scoring test result,11%=LOW RISK,4,372-Diagnostic Tests-Scoring test result-11%=LOW RISK,0
1,372,Diagnostic Tests,Scoring test result,11%='LOW RISK,4,372-Diagnostic Tests-Scoring test result-11%='LOW RISK,0
173,372,Diagnostic Tests,Scoring test result,11%,4,372-Diagnostic Tests-Scoring test result-11%,
4,372,Diagnostic Tests,Scoring test result,11 X 1.5,4,372-Diagnostic Tests-Scoring test result-11 X 1.5,0
1,372,Diagnostic Tests,Scoring test result,11 WEEK POST,4,372-Diagnostic Tests-Scoring test result-11 WEEK POST,0
1,372,Diagnostic Tests,Scoring test result,11 QUESTIONS,4,372-Diagnostic Tests-Scoring test result-11 QUESTIONS,0
1,372,Diagnostic Tests,Scoring test result,11 AT 6 WEEKS,4,372-Diagnostic Tests-Scoring test result-11 AT 6 WEEKS,0
1,372,Diagnostic Tests,Scoring test result,30-Nov,4,372-Diagnostic Tests-Scoring test result-11 /30,
519,372,Diagnostic Tests,Scoring test result,11,4,372-Diagnostic Tests-Scoring test result-11,0
1,372,Diagnostic Tests,Scoring test result,10YR RISK,4,372-Diagnostic Tests-Scoring test result-10YR RISK,0
1,372,Diagnostic Tests,Scoring test result,10YR,4,372-Diagnostic Tests-Scoring test result-10YR,0
1,372,Diagnostic Tests,Scoring test result,10Y CVD RISK,4,372-Diagnostic Tests-Scoring test result-10Y CVD RISK,40768539
1,372,Diagnostic Tests,Scoring test result,10X30/20,4,372-Diagnostic Tests-Scoring test result-10X30/20,0
2,372,Diagnostic Tests,Scoring test result,10X1.5,4,372-Diagnostic Tests-Scoring test result-10X1.5,0
1,372,Diagnostic Tests,Scoring test result,10X FH,4,372-Diagnostic Tests-Scoring test result-10X FH,0
1,372,Diagnostic Tests,Scoring test result,10DAY/61YEARS,4,372-Diagnostic Tests-Scoring test result-10DAY/61YEARS,0
1,372,Diagnostic Tests,Scoring test result,10DAY/55YEARS,4,372-Diagnostic Tests-Scoring test result-10DAY/55YEARS,0
1,372,Diagnostic Tests,Scoring test result,10DAY/47YEARS,4,372-Diagnostic Tests-Scoring test result-10DAY/47YEARS,0
1,372,Diagnostic Tests,Scoring test result,10DAY/33YEARS,4,372-Diagnostic Tests-Scoring test result-10DAY/33YEARS,0
1,372,Diagnostic Tests,Scoring test result,105,4,372-Diagnostic Tests-Scoring test result-105,0
1,372,Diagnostic Tests,Scoring test result,100%,4,372-Diagnostic Tests-Scoring test result-100%,
22,372,Diagnostic Tests,Scoring test result,100,4,372-Diagnostic Tests-Scoring test result-100,0
3,372,Diagnostic Tests,Scoring test result,Oct-52,4,372-Diagnostic Tests-Scoring test result-10/52,
1,372,Diagnostic Tests,Scoring test result,Oct-48,4,372-Diagnostic Tests-Scoring test result-10/48,
3,372,Diagnostic Tests,Scoring test result,Oct-40,4,372-Diagnostic Tests-Scoring test result-10/40,
1,372,Diagnostic Tests,Scoring test result,Oct-35,4,372-Diagnostic Tests-Scoring test result-10/35,
9,372,Diagnostic Tests,Scoring test result,30-Oct,4,372-Diagnostic Tests-Scoring test result-10/30,
21,372,Diagnostic Tests,Scoring test result,27-Oct,4,372-Diagnostic Tests-Scoring test result-10/27,
2,372,Diagnostic Tests,Scoring test result,24-Oct,4,372-Diagnostic Tests-Scoring test result-10/24,
1,372,Diagnostic Tests,Scoring test result,23-Oct,4,372-Diagnostic Tests-Scoring test result-10/23,
1,372,Diagnostic Tests,Scoring test result,10/21.,4,372-Diagnostic Tests-Scoring test result-10/21.,0
7,372,Diagnostic Tests,Scoring test result,21-Oct,4,372-Diagnostic Tests-Scoring test result-10/21,
1,372,Diagnostic Tests,Scoring test result,10/20*50,4,372-Diagnostic Tests-Scoring test result-10/20*50,0
1,372,Diagnostic Tests,Scoring test result,10/20*5 20/20,4,372-Diagnostic Tests-Scoring test result-10/20*5 20/20,0
3,372,Diagnostic Tests,Scoring test result,10/20*40,4,372-Diagnostic Tests-Scoring test result-10/20*40,0
1,372,Diagnostic Tests,Scoring test result,10/20*35,4,372-Diagnostic Tests-Scoring test result-10/20*35,0
1,372,Diagnostic Tests,Scoring test result,10/20*27,4,372-Diagnostic Tests-Scoring test result-10/20*27,0
1,372,Diagnostic Tests,Scoring test result,10/20*23 20/,4,372-Diagnostic Tests-Scoring test result-10/20*23 20/,
1,372,Diagnostic Tests,Scoring test result,10/20*15,4,372-Diagnostic Tests-Scoring test result-10/20*15,0
1,372,Diagnostic Tests,Scoring test result,10/20 X40,4,372-Diagnostic Tests-Scoring test result-10/20 X40,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 50,4,372-Diagnostic Tests-Scoring test result-10/20 X 50,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 43,4,372-Diagnostic Tests-Scoring test result-10/20 X 43,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 34 YR,4,372-Diagnostic Tests-Scoring test result-10/20 X 34 YR,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 27,4,372-Diagnostic Tests-Scoring test result-10/20 X 27,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 25,4,372-Diagnostic Tests-Scoring test result-10/20 X 25,0
1,372,Diagnostic Tests,Scoring test result,10/20 X 1,4,372-Diagnostic Tests-Scoring test result-10/20 X 1,0
8,372,Diagnostic Tests,Scoring test result,12-Oct,4,372-Diagnostic Tests-Scoring test result-10/12,
3,372,Diagnostic Tests,Scoring test result,10-Oct,4,372-Diagnostic Tests-Scoring test result-10/10,
2,372,Diagnostic Tests,Scoring test result,10.90%,4,372-Diagnostic Tests-Scoring test result-10.9%,
2,372,Diagnostic Tests,Scoring test result,10.9,4,372-Diagnostic Tests-Scoring test result-10.9,0
2,372,Diagnostic Tests,Scoring test result,10.80%,4,372-Diagnostic Tests-Scoring test result-10.8%,
4,372,Diagnostic Tests,Scoring test result,10.8,4,372-Diagnostic Tests-Scoring test result-10.8,0
1,372,Diagnostic Tests,Scoring test result,10.70%,4,372-Diagnostic Tests-Scoring test result-10.70%,
4,372,Diagnostic Tests,Scoring test result,10.70%,4,372-Diagnostic Tests-Scoring test result-10.7%,
1,372,Diagnostic Tests,Scoring test result,10.7,4,372-Diagnostic Tests-Scoring test result-10.7,0
6,372,Diagnostic Tests,Scoring test result,10.60%,4,372-Diagnostic Tests-Scoring test result-10.6%,
3,372,Diagnostic Tests,Scoring test result,10.6,4,372-Diagnostic Tests-Scoring test result-10.6,0
7,372,Diagnostic Tests,Scoring test result,10.50%,4,372-Diagnostic Tests-Scoring test result-10.5%,
6,372,Diagnostic Tests,Scoring test result,10.5,4,372-Diagnostic Tests-Scoring test result-10.5,0
4,372,Diagnostic Tests,Scoring test result,10.40%,4,372-Diagnostic Tests-Scoring test result-10.4%,
2,372,Diagnostic Tests,Scoring test result,10.4,4,372-Diagnostic Tests-Scoring test result-10.4,0
3,372,Diagnostic Tests,Scoring test result,10.30%,4,372-Diagnostic Tests-Scoring test result-10.3%,
1,372,Diagnostic Tests,Scoring test result,10.3,4,372-Diagnostic Tests-Scoring test result-10.3,0
6,372,Diagnostic Tests,Scoring test result,10.20%,4,372-Diagnostic Tests-Scoring test result-10.2%,
1,372,Diagnostic Tests,Scoring test result,10.17,4,372-Diagnostic Tests-Scoring test result-10.17,0
1,372,Diagnostic Tests,Scoring test result,10.1,4,372-Diagnostic Tests-Scoring test result-10.10,
2,372,Diagnostic Tests,Scoring test result,10.10%,4,372-Diagnostic Tests-Scoring test result-10.1%,
1,372,Diagnostic Tests,Scoring test result,10.04,4,372-Diagnostic Tests-Scoring test result-10.04,0
5,372,Diagnostic Tests,Scoring test result,10,4,372-Diagnostic Tests-Scoring test result-10.00,
1,372,Diagnostic Tests,Scoring test result,10,4,372-Diagnostic Tests-Scoring test result-10.,
1,372,Diagnostic Tests,Scoring test result,10-40 X 12,4,372-Diagnostic Tests-Scoring test result-10-40 X 12,0
1,372,Diagnostic Tests,Scoring test result,20-Oct,4,372-Diagnostic Tests-Scoring test result-10-20,
2,372,Diagnostic Tests,Scoring test result,15-Oct,4,372-Diagnostic Tests-Scoring test result-10-15,
1,372,Diagnostic Tests,Scoring test result,14-Oct,4,372-Diagnostic Tests-Scoring test result-10-14,
1,372,Diagnostic Tests,Scoring test result,10+ 46,4,372-Diagnostic Tests-Scoring test result-10+ 46,0
1,372,Diagnostic Tests,Scoring test result,10+,4,372-Diagnostic Tests-Scoring test result-10+,0
150,372,Diagnostic Tests,Scoring test result,10%,4,372-Diagnostic Tests-Scoring test result-10%,
2,372,Diagnostic Tests,Scoring test result,10 YR RISK,4,372-Diagnostic Tests-Scoring test result-10 YR RISK,0
1,372,Diagnostic Tests,Scoring test result,10 YR PROBABI,4,372-Diagnostic Tests-Scoring test result-10 YR PROBABI,0
3,372,Diagnostic Tests,Scoring test result,10 YEAR,4,372-Diagnostic Tests-Scoring test result-10 YEAR,0
1,372,Diagnostic Tests,Scoring test result,10 Y RISK,4,372-Diagnostic Tests-Scoring test result-10 Y RISK,0
1,372,Diagnostic Tests,Scoring test result,10 Y,4,372-Diagnostic Tests-Scoring test result-10 Y,0
1,372,Diagnostic Tests,Scoring test result,10 X 1.5 (FH),4,372-Diagnostic Tests-Scoring test result-10 X 1.5 (FH),0
5,372,Diagnostic Tests,Scoring test result,10 X 1.5,4,372-Diagnostic Tests-Scoring test result-10 X 1.5,0
1,372,Diagnostic Tests,Scoring test result,10 WEEK POST,4,372-Diagnostic Tests-Scoring test result-10 WEEK POST,0
5,372,Diagnostic Tests,Scoring test result,10 QUESTIONS,4,372-Diagnostic Tests-Scoring test result-10 QUESTIONS,0
1,372,Diagnostic Tests,Scoring test result,10 MMS QUESTI,4,372-Diagnostic Tests-Scoring test result-10 MMS QUESTI,0
2,372,Diagnostic Tests,Scoring test result,10%,4,372-Diagnostic Tests-Scoring test result-10 %,
739,372,Diagnostic Tests,Scoring test result,10,4,372-Diagnostic Tests-Scoring test result-10,0
2,372,Diagnostic Tests,Scoring test result,9-Jan,4,372-Diagnostic Tests-Scoring test result-1/9,
1,372,Diagnostic Tests,Scoring test result,Jan-40,4,372-Diagnostic Tests-Scoring test result-1/40,
7,372,Diagnostic Tests,Scoring test result,4-Jan,4,372-Diagnostic Tests-Scoring test result-1/4,
18,372,Diagnostic Tests,Scoring test result,30-Jan,4,372-Diagnostic Tests-Scoring test result-1/30,
1,372,Diagnostic Tests,Scoring test result,28-Jan,4,372-Diagnostic Tests-Scoring test result-1/28,
