count,provcat,description,higher-level category
29062,0974,THORACIC SURGEON,THORACIC SURGERY
121072,6009,OBSTETRICIAN,OBSTETRICS
1820,2165,ANESTHESIOLOGIST,ANESTHESIOLOGY
9113,6176,ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
4516,1779,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
4,3580,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
420,3870,ADULT FOSTER CARE,COMMUNITY SUPPORT SERVICES
34,2631,ORTHOPEDIC SURGEON,ORTHOPEDICS
214,4128,AUTISM TUTOR,MENTAL HEALTH PROFESSIONAL
240,2169,CERTIFIED NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
6786,3415,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
319,1402,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
42,2931,PSYCHOANALYST,CLINICAL PSYCHOLOGY
43,1029,VASCULAR INTERVENTION RADIOLOGIST,RADIOLOGY
35,4192,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
1,1741,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
2921997,0565,HEMATOLOGIST,HEMATOLOGY & ONCOLOGY
3665522,5723,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
18588738,5751,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
13885614,5789,CHIROPRACTOR,CHIROPRACTOR
35615,0333,GENERAL PRACTICE SPECIALIST,FAMILY PRACTICE
19923,1124,REGISTERED NURSE,REGISTERED NURSE
50113,1586,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
17453,0129,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
142,0243,CERTIFIED NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
3037,0345,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
828,3673,GENETIC COUNSELOR,GENETICS
399,6934,MATERNAL INFANT HEALTH PROGRAM,OBSTETRICS
398,5590,OPTICIAN,OPTICIAN/OPTOMETRIST
43,6837,PHARMACIST,PHARMACY
632,0837,PSYCHIATRIST - ADDICTION SPECIALIST,PSYCHIATRY
1315,1134,MASTER OF SOCIAL WORK,SOCIAL WORKER
37,1141,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
299,3261,PEDIATRIC DERMATOLOGY,DERMATOLOGY
110,2268,GENERAL SURGEON,GENERAL SURGERY
7,2398,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
6,5705,URGENT CARE SPECIALIST,EMERGENCY MEDICINE
3,3251,PEDIATRIC PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
203,0892,PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
198,5799,CLINICAL PHARMACOLOGIST,OTHER PHYSICIAN SPECIALTY
45,1165,RADIATION ONCOLOGIST,THERAPEUTIC RADIOLOGY
3,2766,PATHOLOGIST,PATHOLOGY
24,7419,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
37,7318,PUBLIC HEALTH/PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
21433694,0080,HOME HEALTH AGENCY,HOME HEALTH AGENCY
11048460,5771,CARDIOVASCULAR DISEASE SPECIALIST,CARDIOLOGY
388894,4161,MOHS SURGERY,DERMATOLOGY
411128,3276,SURGERY SUITE/CTR OFFICE BASED,GENERAL SURGERY
2644,4039,CLINICAL BIOMEDICAL GENETICIST,GENETICS
7153,3615,OPHTHALMOLOGIST,OPHTHALMOLOGY
6419,0343,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
987,2540,REGISTERED NURSE,REGISTERED NURSE
1696,2357,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
200,2319,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
735,1695,ANESTHESIOLOGIST,ANESTHESIOLOGY
1376,0305,OBSTETRICIAN/GYNECOLOGIST SELF REFERRAL - CAPITATED,OBSTETRICS & GYNECOLOGY
66450,4813,ASSISTED CARE LIVING FACILITY - CENTER,COMMUNITY SUPPORT SERVICES
3109,5741,DERMATOLOGIST,DERMATOLOGY
167,6634,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
537,1025,PLASTIC SURGEON - HEAD & NECK,PLASTIC & RECONSTRUCTIVE SURGERY
124,2189,GENERAL PRACTITIONER,FAMILY PRACTICE
332,3553,GYNECOLOGIST,GYNECOLOGY
504,0024,SCHOOL - TEACHING,SCHOOL
20,3064,REGISTERED NURSE,REGISTERED NURSE
49,2987,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
34,7311,PHYSICAL THERAPY,PHYSICAL THERAPY PROVIDER
15,0218,MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
9,2944,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
49,1944,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
162,0274,REGISTERED PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
9,1373,OBSTETRICIAN,OBSTETRICS
17,4135,FAMILY PRACTITIONER,FAMILY PRACTICE
4611662,0807,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
1202444,5815,MEDICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
1661632,5893,NUCLEAR MEDICINE SPECIALIST,RADIOLOGY
12636,1639,REGISTERED NURSE,REGISTERED NURSE
40404,1126,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
6741,0200,CLINICAL PSYCHOLOGIST,CLINICAL PSYCHOLOGY
6378,5466,PSYCHOANALYST,CLINICAL PSYCHOLOGY
402,3517,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
2717,2142,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
3009,1138,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
2080,5777,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
143,5065,OUTPATIENT DIAG/TREATMENT CTR,AMBULATORY SURGERY CENTERS
1061,4296,REPRODUCTIVE ENDOCRINOLOGIST,OBSTETRICS
52,2001,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
85,2998,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
54,2372,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
124,1178,MASTER OF SOCIAL WORK,SOCIAL WORKER
5,7264,OPTOMETRIST,OPTICIAN/OPTOMETRIST
13,1643,FAMILY PRACTITIONER,FAMILY PRACTICE
29,4074,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
10,1224,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
1,3908,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
8,6849,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
3,2763,PEDIATRIC NUTRITION,NUTRITIONIST
15342090,1600,PHYSICAL REHABILITATION HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
21358840,6036,PEDIATRIC NEUROSURGERY,NEUROLOGICAL SURGERY
203258,3744,CHILD & ADOLESCENT PSYCHIATRIST,PSYCHIATRY
238549,0007,RECIPROCITY HOSPITAL,GENERAL ACUTE-CARE HOSPITAL
56808,0287,GYNECOLOGIST,GYNECOLOGY
50792,0589,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
95117,2139,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
6826,0652,PEDIATRIC ORTHOPEDIC SURGEON,ORTHOPEDICS
343,0939,RHEUMATOLOGIST,RHEUMATOLOGY
51880,5942,PEDIATRIC NEUROLOGIST,NEUROLOGY
2076,0508,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
3111,1272,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
4833,1485,CLINICAL NEUROPHYSIOLOGIST,NEUROLOGY
591,1693,MASTER OF SOCIAL WORK,SOCIAL WORKER
52,0686,MEDICAL TOXICOLOGIST,OTHER PHYSICIAN SPECIALTY
6,3773,GENETIC COUNSELOR,GENETICS
38,2511,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
18,1355,REPRODUCTIVE ENDOCRINOLOGIST,OBSTETRICS
19,1988,NUTRITIONIST,NUTRITIONIST
14,2660,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
16,3789,SURGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
12,3447,DOCTOR OF NAPROPATHY,OTHER NON-PHYSICIAN PROVIDER
15089043,0885,PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
19854971,0011,SPECIALTY HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
9228993,3871,FREESTANDING EMERGENCY DEPT,EMERGENCY CARE
175798,4858,PODIATRIST - NON-MD (BOARD CERTIFIED),PODIATRIST - NON-MD
99489,5803,OPTICIAN,OPTICIAN/OPTOMETRIST
7959,0562,GYNECOLOGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
28059,3116,ORO-FACIAL PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
256901,1696,RADIOLOGIST,RADIOLOGY
237,0821,AEROSPACE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
6192,1410,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
749,1139,NEURO-SURGEON,NEUROLOGICAL SURGERY
773,0521,CLINICAL BIOMEDICAL GENETICIST,GENETICS
920,1174,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
1096,1799,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
1188,1205,PEDODONTIST,PEDODONTIST
820,2179,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
1552,0909,NEUROLOGICAL RADIOLOGIST,RADIOLOGY
78,7113,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
390,1397,PEDIATRIC NEUROLOGIST,NEUROLOGY
2488,1881,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
78,3867,PEDIATRIC ANESTHESIOLOGY,ANESTHESIOLOGY
50,3090,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
202,0720,IMMUNOPATHOLOGIST,PATHOLOGY
29,2384,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
17,2399,GENERAL DENTIST,DENTIST
9,3534,CARDIOVASCULAR DISEASE SPECIALIST,CARDIOLOGY
1,1773,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
45968888,5994,FAMILY PRACTITIONER,FAMILY PRACTICE
8131543,0786,SPORTS MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
44980,0396,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
2651,1072,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
631,2363,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
5873,1575,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
748,0077,AMBULANCE,AMBULANCE PROVIDERS
78,3454,PEDIATRICIAN,PEDIATRICS
18,1932,HOME HEALTH AGENCY- PRIVATE DUTY NURSE,HOME HEALTH AGENCY
616,6133,UNKNOWN SPECIALTY PHYSICIAN,OTHER NON-PHYSICIAN PROVIDER
218,2397,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
132,0674,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
713,2680,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
344,2655,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
1966,2380,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
546,2659,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
64,6026,URGENT CARE CENTER,EMERGENCY CARE
70,1273,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
105,4914,PSYCHOLOGIST,MENTAL HEALTH PROFESSIONAL
185,7297,PATHOLOGIST,PATHOLOGY
104,2943,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
1,3336,NEUROLOGIST,NEUROLOGY
16,2890,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
14,3018,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
111085,5958,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
261047,1611,CLINICAL SOCIAL WORKER,SOCIAL WORKER
17343,1044,X-RAY/RADIOLOGY FACILITY,INDEPENDENT RADIOLOGY
8460,5068,PEDIATRIC SPECIALIST,PEDIATRICS
16964,2149,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
148579,0430,CRITICAL CARE SURGEON,CRITICAL CARE MEDICINE
575,2308,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
9635,6049,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
14874,3362,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
1965,1437,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
142,3231,GENERAL DENTIST,DENTIST
140,3746,GENETIC COUNSELOR,GENETICS
165,2953,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
336,5299,CLINICAL SOCIAL WORKER,SOCIAL WORKER
66,3221,TRAUMA MEDICINE,OTHER PHYSICIAN SPECIALTY
571,1348,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
214,5381,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
15,1874,CLINICAL PHARMACOLOGIST,OTHER PHYSICIAN SPECIALTY
74,2334,REGISTERED NURSE,REGISTERED NURSE
71,6127,UNKNOWN SPECIALTY PHYSICIAN,OTHER NON-PHYSICIAN PROVIDER
11,5839,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
14,2068,FAMILY PRACTICE SPECIALIST,FAMILY PRACTICE
103,0439,DERMATOLOGY IMMUNOLOGIST,DERMATOLOGY
1,3258,RADIATION ONCOLOGY,HEMATOLOGY & ONCOLOGY
11,4132,EARLY INTERVENTION,OTHER PHYSICIAN SPECIALTY
52,3437,PEDIATRIC REHABILITATION MEDICINE,PEDIATRICS
1,3288,CHILD & ADOLESCENT PSYCHIATRIST,PSYCHIATRY
11,3702,FAMILY PRACTICE SPECIALIST,FAMILY PRACTICE
20,3047,GERIATRIC PSYCHIATRIST,PSYCHIATRY
51779506,0302,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
10472872,0394,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
405495,5927,GYNECOLOGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
90574,0002,COSMOS HOSPITAL (DO NOT USE),GENERAL ACUTE-CARE HOSPITAL
91639,5884,OCCUPATIONAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
2786,5973,SPEECH THERAPIST,SPEECH THERAPY PROVIDER
12994197,0335,INTERNAL MEDICINE SPECIALIST,INTERNAL MEDICINE
8664,0147,PODIATRIST - NON-MD (BOARD CERTIFIED),PODIATRIST - NON-MD
3907,0722,NEUROPATHOLOGIST,PATHOLOGY
50835,0583,PEDIATRIC HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
830,1159,PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
5110,1606,DIABETES EDUCATION CENTER,AMBULATORY SURGERY CENTERS
23238,2246,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
1245,2479,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
3707,2591,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
1172,1813,SUBSTANCE ABUSE SERVICES,ADDICTION MEDICINE SPECIALIST
173,5700,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
1544,1977,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
153,3902,HOMEMAKER AIDE,HOMEMAKER AIDE
105,1369,URGENT CARE CENTER,EMERGENCY CARE
109,3026,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
410,3679,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
63,2015,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
15,0614,CLINICAL NEUROPHYSIOLOGIST,NEUROLOGY
180,7313,PSYCHIATRIST,PSYCHIATRY
50,2887,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
98,3031,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
9,2728,REGISTERED NURSE,REGISTERED NURSE
1,3038,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
3,0420,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
2,5830,CARDIOVASCULAR SURGEON,VASCULAR SURGERY
54,2371,PSYCHIATRIST,PSYCHIATRY
1,2003,OPHTHALMOLOGIST,OPHTHALMOLOGY
19209637,0597,NEPHROLOGIST,NEPHROLOGY
1233231,5783,GERIATRIC MEDICINE SPECIALIST,GERIATRIC MEDICINE
908079,1595,OUTPATIENT DIAG/TREATMENT CTR,AMBULATORY SURGERY CENTERS
126194,5943,PEDIATRIC GASTROENTEROLOGIST,GASTROENTEROLOGY
183427,0760,PATHOLOGIST,PATHOLOGY
16156,1581,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
1839,2027,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
50,3390,CLINICAL MOLECULAR GENETICS,GENETICS
534,3882,ASSISTED CARE LIVING FACILITY - CENTER,COMMUNITY SUPPORT SERVICES
912,3386,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
6365,3758,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
9,5922,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
47,5974,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
77,3158,PSYCHOANALYST,CLINICAL PSYCHOLOGY
51,2481,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
10,7156,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
1,1661,FAMILY PRACTITIONER,FAMILY PRACTICE
3,3171,NEPHROLOGIST,NEPHROLOGY
6,6136,HOMEMAKER AIDE,HOMEMAKER AIDE
97546959,0338,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
81879888,0357,PEDIATRICIAN,PEDIATRICS
34238550,5991,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
3013528,1489,CYTOPATHOLOGIST,PATHOLOGY
52547,0636,OPHTHALMOLOGIST,OPHTHALMOLOGY
7983,0161,GENERAL DENTIST - DMD,DENTIST
190836,1588,INFERTILITY CENTER,INFERTILITY CENTER
69346,0453,PEDIATRIC EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
34667,4348,PORTABLE XRAY SUPPLIER,OTHER FREE STANDING FACILITY
261,0156,DENTIST - DDS,DENTIST
1470,3118,INTERVENTIONAL RADIOLOGY,RADIOLOGY
33,4353,PHARMACIST,PHARMACY
6052,1503,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
4378,1631,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
77712,3918,CUSTODIAL CARE,UNKNOWN
125,0276,RESPIRATORY THERAPIST,PHYSICAL THERAPY PROVIDER
537,1163,PEDIATRIC NEPHROLOGIST,NEPHROLOGY
1607,0981,UNKNOWN COSMOS PROVIDER TYPE,UNKNOWN SPECIALTY PHYSICIAN
658,3680,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
729,3128,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
9,2787,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
132,3766,GENETIC COUNSELOR,GENETICS
34,1940,GENERAL PRACTITIONER,FAMILY PRACTICE
10,3743,HIGH RISK PREGNANCY,OBSTETRICS & GYNECOLOGY
11,2431,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
3,1983,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
32,2914,REGISTERED NURSE,REGISTERED NURSE
11,5935,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
45506789,4634,AMBULATORY SURGERY CENTER,AMBULATORY SURGERY CENTERS
64677,0997,UROLOGIST,UROLOGY
60181,0513,GENERAL SURGEON - TRAUMA SPECIALIST,GENERAL SURGERY
244023,1604,NON MEDICAL GRP/OUTPATIENT FAC,AMBULATORY SURGERY CENTERS
8509,1188,NEURODEVELOPMENTAL DISABILITIES,NEUROLOGY
8793,0312,FAMILY PRACTICE SELF REFERRAL,FAMILY PRACTICE
2697,0518,PEDIATRIC GENERAL SURGEON,GENERAL SURGERY
25687,1261,NUTRITIONIST,NUTRITIONIST
18353,0577,PEDIATRIC HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
2979,0520,GENERAL SURGEON - TRAUMA SPECIALIST,GENERAL SURGERY
457,0327,GENERAL PRACTICE SPECIALIST,FAMILY PRACTICE
1650,1320,NUTRITIONIST,NUTRITIONIST
229,5698,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
1164,0663,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
112,3120,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
313,1729,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
9,3076,EMPLOYEE ASSISTANCE PROGRAM (EAP) COUNSELOR,MENTAL HEALTH PROFESSIONAL
56,1404,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
351,7279,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
16,1535,PLASTIC SURGEON - HEAD & NECK,PLASTIC & RECONSTRUCTIVE SURGERY
1,2948,GASTROENTEROLOGIST,GASTROENTEROLOGY
20,1269,VASCULAR SURGEON,VASCULAR SURGERY
1,4322,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
49,1922,EMPLOYEE ASSISTANCE PROGRAM (EAP) COUNSELOR,MENTAL HEALTH PROFESSIONAL
93,0101,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
75861625,0012,EXTENDED CARE FACILITY,EXTENDED CARE FACILITIES
3289376,5769,GASTROENTEROLOGIST,GASTROENTEROLOGY
2512240,0913,NUCLEAR MEDICINE SPECIALIST,RADIOLOGY
167699,5674,GENERAL DENTIST - DDS,DENTIST
248721,4113,NUCLEAR CARDIOLOGY,CARDIOLOGY
86243,1219,CLINICAL SOCIAL WORKER,SOCIAL WORKER
49866,1221,REGISTERED NURSE,REGISTERED NURSE
153694,0120,OPTOMETRIST,OPTICIAN/OPTOMETRIST
206267,1233,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
39214,0210,DOCTOR OF EDUCATION,MENTAL HEALTH PROFESSIONAL
18439,0881,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
21346,1231,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
1840,3131,INTERVENTIONAL RADIOLOGY,RADIOLOGY
901,5808,CERTIFIED SURGICAL ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
39127,0848,UNKNOWN PROVIDER GROUP,UNKNOWN SPECIALTY PHYSICIAN
1600,1519,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
397,6776,REPRODUCTIVE ENDOCRINOLOGIST,OBSTETRICS
614,0015,SKILLED NURSING FACILITY,EXTENDED CARE FACILITIES
44,4993,CERTIFIED SURGICAL ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
152,3096,CRISIS DIVERSION,SOCIAL WORKER
3974,2411,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
62,2922,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
85,1886,PEDIATRICIAN,PEDIATRICS
136,1985,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
8,2035,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
22,2650,CLINICAL GENETICIST,GENETICS
6,1395,PEDIATRIC RHEUMATOLOGIST,RHEUMATOLOGY
2,2610,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
2819225,0104,AUDIOLOGIST,AUDIOLOGIST
117622,0715,CLINICAL PATHOLOGIST,PATHOLOGY
34375,5796,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
2402,0537,CLINICAL GENETICIST,GENETICS
44163,5090,REGISTERED NURSE,REGISTERED NURSE
8015,3060,DERMATOPATHOLOGIST,PATHOLOGY
15781,1368,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
10405,2298,PSYCHOANALYST,CLINICAL PSYCHOLOGY
5728,1298,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
10,1747,ENDOCRINOLOGIST,ENDOCRINOLOGY
249,2225,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
1656,7194,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
105,5740,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
3414,7118,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
16,4107,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
47,2663,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
37,2500,REGISTERED NURSE,REGISTERED NURSE
4,1017,HOME HEALTH PERINATAL CARE ONLY,HOME HEALTH CARE
16,1783,PEDIATRICIAN,PEDIATRICS
17,3540,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
2,1995,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
38871084,0857,PSYCHIATRIST,PSYCHIATRY
27730758,6057,OTHER NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
408032,0100,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
113189,0069,CARDIAC DIAGNOSTIC CENTER,CARDIAC & MEDICAL REHAB FACILITIES
29209,1283,OPTICIAN,OPTICIAN/OPTOMETRIST
109604,1192,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
2489,0168,ORTHODONTIST,ORTHODONTIST
